ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location,Zip Codes,2010 Census Neighborhoods,2010 Census Wards Precincts
1644 018 121218,1644,018,635 N KENWOOD AVE,12/12/2018,McElderry Park,Southeastern,13,"(39.298678, -76.57778852)",13987,141,124
2243C030A 071816,2243C,030A,75 S MORLEY ST,07/18/2016,Saint Josephs,Southwestern,8,"(39.28518579, -76.67535368)",27950,167,74
1099A021 081616,1099A,021,1826 HOPE ST,08/16/2016,Oliver,Eastern,12,"(39.31109994, -76.60202434)",13645,180,193
0272 088 061611,0272,088,2123 WILHELM ST,06/16/2011,Carrollton Ridge,Southwestern,9,"(39.2833877, -76.65069119)",27632,36,279
5172 008B 082815,5172,008B,5203 KENILWORTH AVE,08/28/2015,Kenilworth Park,Northern,4,"(39.35103463, -76.59965215)",14009,127,218
4616 028 092318,4616,028,3120 WOODLAND AVE,09/23/2018,Central Park Heights,Northwestern,6,"(39.3459648, -76.67064975)",27295,43,242
3406 062 031315,3406,062,2527 PENNSYLVANIA AVE,03/13/2015,Penn North,Western,7,"(39.31072729, -76.64288771)",27301,195,19
4129 011 101615,4129,011,1630 GORSUCH AVE,10/16/2015,Coldstream Homestead Montebello,Notheastern,14,"(39.32155134, -76.59476762)",27307,54,159
1621 076 082311,1621,076,711 N DUNCAN ST,08/23/2011,Middle East,Eastern,13,"(39.29919079, -76.58717175)",13987,152,125
0162 061 100915,0162,061,1924 PENROSE AVE,10/09/2015,Penrose/Fayette Street Outreach,Western,9,"(39.29144378, -76.64817557)",27632,197,80
1099B120 072407,1099B,120,1811 AIKEN ST,07/24/2007,Oliver,Eastern,12,"(39.31092461, -76.60050215)",26956,180,193
0116 057 040610,0116,057,908 EDMONDSON AVE,04/06/2010,Harlem Park,Western,9,"(39.29584515, -76.63335507)",27301,106,53
0110 034 072613,0110,034,621 N MOUNT ST,07/26/2013,Harlem Park,Western,9,"(39.29598595, -76.64390273)",27301,106,88
0266A034 052019,0266A,034,1407 W OSTEND ST,05/20/2019,Washington Village/Pigtown,Southern,10,"(39.28249714, -76.63532833)",27632,250,177
3228B004 071018,3228B,004,2807 WOODBROOK AVE,07/10/2018,Parkview/Woodbrook,Western,7,"(39.31419682, -76.6456349)",27301,190,19
8469 015 020318,8469,015,2704 QUEEN ANNE ROAD,02/03/2018,Windsor Hills,Northwestern,8,"(39.31641115, -76.69025806)",27297,260,58
1477 068 120217,1477,068,1722 E OLIVER ST,12/02/2017,Broadway East,Eastern,12,"(39.30771594, -76.59352847)",26956,23,154
2382 050 122315,2382,050,915 N DUKELAND ST,12/23/2015,Mosher,Western,9,"(39.29873905, -76.66310861)",27297,163,48
2394 048 090417,2394,048,1000 N DUKELAND ST,09/04/2017,Mosher,Western,9,"(39.29975054, -76.66375162)",27297,163,48
1657 062 031418,1657,062,514 N GLOVER ST,03/14/2018,McElderry Park,Southeastern,13,"(39.29736387, -76.58026125)",13987,141,125
4592 034 032816,4592,034,5000 PIMLICO ROAD,03/28/2016,Central Park Heights,Northwestern,6,"(39.35010976, -76.66938386)",27295,43,243
5915 009 020819,5915,009,3117 CHESTERFIELD AVE,02/08/2019,Belair-Edison,Notheastern,13,"(39.32333425, -76.56814607)",26956,275,199
3937 058 100818,3937,058,2724 HUGO AVE,10/08/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32335121, -76.58964195)",27307,54,189
0289 018 120616,0289,018,2113 RAMSAY ST,12/06/2016,Carrollton Ridge,Southwestern,9,"(39.28273541, -76.65043843)",27632,36,279
1448 095 030310,1448,095,1832 N CHAPEL ST,03/03/2010,Broadway East,Eastern,12,"(39.31175049, -76.59118607)",26956,23,155
8311 014 122318,8311,014,3402 N ROGERS AVE,12/23/2018,Howard Park,Northwestern,8,"(39.3330526, -76.70645933)",13995,118,56
1101 048 040909,1101,048,1824 N BOND ST,04/09/2009,Oliver,Eastern,12,"(39.31115832, -76.59728121)",26956,180,155
0296 014 041709,0296,014,715 CUMBERLAND ST,04/17/2009,Sandtown-Winchester,Western,7,"(39.30828008, -76.6427448)",27301,221,22
0193 094 071508,0193,094,1816 W FAIRMOUNT AVE,07/15/2008,Franklin Square,Western,9,"(39.2890686, -76.64599049)",27632,84,79
1653 034 041116,1653,034,2251 MCELDERRY ST,04/11/2016,CARE,Eastern,13,"(39.29742223, -76.5852431)",13987,274,125
2441 044 091812,2441,044,3207 GRAYSON ST,09/18/2012,Rosemont,Southwestern,9,"(39.30618221, -76.67145374)",27297,216,81
0315 005 011819,0315,005,2008 MCCULLOH ST,01/18/2019,Druid Heights,Central,11,"(39.30813258, -76.63504702)",27301,66,99
4013A033 070114,4013A,033,2017 CECIL AVE,07/01/2014,East Baltimore Midway,Eastern,12,"(39.31344268, -76.60505403)",27307,73,157
7225 015 110218,7225,015,1612 HAZEL ST,11/02/2018,Curtis Bay,Southern,10,"(39.22629471, -76.58811712)",27939,61,37
2481 020 051305,2481,020,2922 ARUNAH AVE,05/13/2005,Franklintown Road,Southwestern,9,"(39.29539856, -76.66562006)",27297,86,83
1152 024 041712,1152,024,436 E BIDDLE ST,04/17/2012,Johnston Square,Eastern,12,"(39.30389362, -76.60944709)",13645,124,104
3410 018 030415,3410,018,2527 FRANCIS ST,03/04/2015,Penn North,Western,7,"(39.31339872, -76.64227228)",27301,195,19
0247 052 052405,0247,052,1409 LEMMON ST,05/24/2005,Union Square,Southern,9,"(39.28583305, -76.64005976)",27632,236,9
0190 011 090810,0190,011,2124 W BALTIMORE ST,09/08/2010,Penrose/Fayette Street Outreach,Western,9,"(39.28820769, -76.65094448)",27632,197,79
1678 109 102815,1678,109,419 N ELLWOOD AVE,10/28/2015,Ellwood Park/Monument,Southeastern,13,"(39.29640109, -76.57338819)",27935,78,123
0124 064 102307,0124,064,1402 W FRANKLIN ST,10/23/2007,Harlem Park,Western,9,"(39.29429148, -76.64028611)",27632,106,88
5934A013 061419,5934A,013,4219 SEIDEL AVE,06/14/2019,Belair-Edison,Notheastern,2,"(39.32913292, -76.56240945)",13991,275,204
2407 031 082806,2407,031,2932 WESTWOOD AVE,08/28/2006,Northwest Community Action,Southwestern,7,"(39.30829015, -76.66711593)",27297,166,43
3411 008 020212,3411,008,2524 DRUID HILL AVE,02/02/2012,Penn North,Western,7,"(39.31376524, -76.64197988)",27301,195,19
0225 006 102414,0225,006,1809 HOLLINS ST,10/24/2014,Franklin Square,Southern,9,"(39.28701674, -76.64669568)",27632,84,9
0078 026 041113,0078,026,1223 MOSHER ST,04/11/2013,Sandtown-Winchester,Western,9,"(39.29988131, -76.6382571)",27301,221,15
0020 083 120317,0020,083,1538 MCKEAN AVE,12/03/2017,Sandtown-Winchester,Western,7,"(39.30596002, -76.64735063)",27301,221,36
0095 067 072918,0095,067,1916 HARLEM AVE,07/29/2018,Midtown-Edmondson,Western,9,"(39.29656576, -76.64792922)",27301,153,87
1474 021 080213,1474,021,1603 N PORT ST,08/02/2013,Broadway East,Eastern,13,"(39.30934481, -76.5834635)",26956,23,148
2377C036 101411,2377C,036,604 GLENOLDEN AVE,10/14/2011,Mosher,Western,9,"(39.29499185, -76.6624515)",27297,163,233
0288 098 010709,0288,098,2221 RAMSAY ST,01/07/2009,Carrollton Ridge,Southwestern,9,"(39.28270839, -76.65195455)",27632,36,279
1362 024 040419,1362,024,1143 E BALTIMORE ST,04/04/2019,Jonestown,Southeastern,12,"(39.29105769, -76.60017911)",13645,110,110
2332D027 102317,2332D,027,1415 N LONGWOOD ST,10/23/2017,Rosemont,Southwestern,9,"(39.30390323, -76.66690994)",27297,216,82
4178C020 061512,4178C,020,3238 RAVENWOOD AVE,06/15/2012,Four By Four,Notheastern,13,"(39.31547635, -76.57728371)",26956,276,194
1463 059 041907,1463,059,1709 N BRADFORD ST,04/19/2007,Broadway East,Eastern,13,"(39.3102227, -76.58493204)",26956,23,277
1288 092 112008,1288,092,505 OLDTOWN MALL,11/20/2008,Oldtown,Eastern,12,"(39.29607477, -76.60377253)",13645,179,108
3326 045 061314,3326,045,3423 REISTERSTOWN ROAD,06/13/2014,Park Circle,Northwestern,6,"(39.32734668, -76.65861077)",27295,187,71
3461 004 091213,3461,004,914 WHITELOCK ST,09/12/2013,Reservoir Hill,Central,7,"(39.3146342, -76.63312732)",27301,210,17
1457 012 030707,1457,012,1723 RUTLAND AVE,03/07/2007,Broadway East,Eastern,12,"(39.31022779, -76.59268543)",26956,23,154
4626A089M 091217,4626A,089M,4540 PIMLICO ROAD,09/12/2017,Central Park Heights,Northwestern,6,"(39.34293729, -76.66741857)",27295,43,237
6993 032 061617,6993,032,6523 PARNELL AVE,06/16/2017,Saint Helena,Southeastern,1,"(39.2588025, -76.53128898)",27628,207,133
3408 076 032619,3408,076,2533 WOODBROOK AVE,03/26/2019,Penn North,Western,7,"(39.31284677, -76.643689)",27301,195,19
1157 031 032812,1157,031,1218 ENSOR ST,03/28/2012,Johnston Square,Eastern,12,"(39.30456773, -76.60385822)",13645,124,107
1466 026 021710,1466,026,1711 E LANVALE ST,02/17/2010,Broadway East,Eastern,12,"(39.30943249, -76.59408353)",26956,23,154
2218 062 012918,2218,062,414 POPLAR GROVE ST,01/29/2018,Penrose/Fayette Street Outreach,Southwestern,9,"(39.2929104, -76.66505406)",27632,197,77
0148 020 082414,0148,020,1812 W SARATOGA ST,08/24/2014,Franklin Square,Western,9,"(39.29219816, -76.64584688)",27632,84,80
1504 032A 032411,1504,032A,2432 E HOFFMAN ST,03/24/2011,Broadway East,Eastern,13,"(39.30705219, -76.58329116)",26956,23,148
6156 033 042908,6156,033,513 N EAST AVE,04/29/2008,Ellwood Park/Monument,Southeastern,13,"(39.2974771, -76.57191637)",13987,78,128
1109 036 121318,1109,036,1626 E LANVALE ST,12/13/2018,Oliver,Eastern,12,"(39.30975158, -76.5956818)",26956,180,154
4612 014 090611,4612,014,3109 W GARRISON AVE,09/06/2011,Central Park Heights,Northwestern,6,"(39.3476297, -76.67269801)",27295,43,242
2948 027 022415,2948,027,3912 BELLE AVE,02/24/2015,Callaway-Garrison,Northwestern,6,"(39.33355318, -76.68229677)",27295,28,69
1157 024 100407,1157,024,1204 ENSOR ST,10/04/2007,Johnston Square,Eastern,12,"(39.30432239, -76.60384448)",13645,124,107
0597 030 031215,0597,030,202 CLAY ST,03/12/2015,Downtown,Central,11,"(39.29244207, -76.61839945)",13642,65,5
0271 061 091613,0271,061,306 FURROW ST,09/16/2013,Carrollton Ridge,Southwestern,9,"(39.28363105, -76.6520751)",27632,36,279
0769 078 111511,0769,078,1107 SARGEANT ST,11/15/2011,Washington Village/Pigtown,Southern,10,"(39.28287338, -76.63325883)",27632,250,177
2387 011 051012,2387,011,2748 W LAFAYETTE AVE,05/10/2012,Mosher,Western,9,"(39.29830304, -76.66248552)",27297,163,48
1642 017 071714,1642,017,2632 MCELDERRY ST,07/17/2014,McElderry Park,Southeastern,13,"(39.29802097, -76.57979273)",13987,141,125
3964 015 062819,3964,015,1828 E 32ND ST,06/28/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32701721, -76.58951224)",27307,54,190
3836A022 040519,3836A,022,405 E 27TH ST,04/05/2019,Harwood,Northern,12,"(39.32075017, -76.61054865)",27307,98,33
6558 018 050918,6558,018,634 OLDHAM ST,05/09/2018,Greektown,Southeastern,1,"(39.28528663, -76.55593522)",27935,90,139
3903A021 050819,3903A,021,3802 OLD YORK ROAD,05/08/2019,Waverly,Northern,4,"(39.33576386, -76.6077748)",27307,251,183
5210E045 110515,5210E,045,1438 WALKER AVE,11/05/2015,Idlewood,Notheastern,4,"(39.37059304, -76.58414786)",28564,120,269
3177 038 040908,3177,038,3805 TOWANDA AVE,04/09/2008,Park Circle,Northwestern,6,"(39.33151359, -76.66330666)",27295,187,72
0293 014 102910,0293,014,1728 N CAREY ST,10/29/2010,Sandtown-Winchester,Western,7,"(39.30918516, -76.64352845)",27301,221,22
0188 094 032819,0188,094,109 N POPPLETON ST,03/28/2019,Poppleton,Western,9,"(39.29044203, -76.63202426)",13642,201,8
3965 024 050318,3965,024,1601 E 33RD ST,05/03/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32807828, -76.59356516)",27307,54,190
4021C034 112707,4021C,034,713 BARTLETT AVE,11/27/2007,East Baltimore Midway,Eastern,12,"(39.3158525, -76.60626404)",27307,73,157
3208 063 082807,3208,063,1902 N FULTON AVE,08/28/2007,Mondawmin,Western,7,"(39.31031693, -76.64676092)",27301,157,39
1012 062 091115,1012,062,141 W RANDALL ST,09/11/2015,South Baltimore,Southern,11,"(39.27128091, -76.61657186)",27953,222,173
0155 020 043019,0155,020,303 N CARROLLTON AVE,04/30/2019,Poppleton,Western,9,"(39.29249061, -76.63667598)",27632,201,8
0009 033 082012,0009,033,1703 WESTWOOD AVE,08/20/2012,Sandtown-Winchester,Western,7,"(39.30868774, -76.64511792)",27301,221,22
1658 080 080617,1658,080,519 N BELNORD AVE,08/06/2017,McElderry Park,Southeastern,13,"(39.29750187, -76.57848448)",13987,141,124
0701 029 010617,0701,029,2207 WILKENS AVE,01/06/2017,Carrollton Ridge,Southwestern,9,"(39.28042778, -76.65066575)",27632,36,279
3301 074 011806,3301,074,3403 DUPONT AVE,01/18/2006,Central Park Heights,Northwestern,6,"(39.34201363, -76.67122886)",27295,43,238
0110 049 090918,0110,049,1614 EDMONDSON AVE,09/09/2018,Harlem Park,Western,9,"(39.29555753, -76.64366123)",27301,106,88
0430 034 011205,0430,034,838 HARLEM AVE,01/12/2005,Upton,Central,11,"(39.29715859, -76.63196264)",13642,242,89
1607 073 012406,1607,073,810 N BRADFORD ST,01/24/2006,Milton-Montford,Eastern,13,"(39.3003099, -76.58467479)",13987,155,125
0087 022 091306,0087,022,805 N GILMOR ST,09/13/2006,Harlem Park,Western,9,"(39.29815975, -76.64261135)",27301,106,88
0094 012 090409,0094,012,2002 HARLEM AVE,09/04/2009,Midtown-Edmondson,Western,9,"(39.29650351, -76.64931566)",27301,153,87
4747A003 112316,4747A,003,2816 OAKLEY AVE,11/23/2016,Cylburn,Northern,6,"(39.34908375, -76.66718591)",27295,60,242
